timestamp,latitude,longitude,road_type,max_speed_kmh,current_speed_kmh,congestion_index,congestion_level,temperature_c,humidity_percent,wind_speed_kmh,precipitation_mm,visibility_km,weather_condition,is_weekend,is_rush_hour
2026-01-01 18:00:00,40.745987351237126,-73.96949051600627,Arterial,60,21.6,0.64,Heavy,20.9,80,9.5,7.6,5.4,Rain,0,1
2026-01-01 18:15:00,40.74758772848463,-73.94759270721556,Arterial,60,24.2,0.597,Heavy,28.9,68,25.3,0.0,14.5,Clear,0,1
2026-01-01 18:30:00,40.74147542241644,-73.9705443252923,Residential,30,14.9,0.503,Moderate,18.4,52,8.1,0.0,9.2,Clear,0,1
2026-01-01 18:45:00,40.74732773729948,-73.96066202440853,Highway,90,38.5,0.572,Heavy,19.2,53,2.2,0.0,13.6,Clear,0,1
2026-01-01 19:00:00,40.75566033999166,-73.97173714146983,City_Street,40,20.2,0.495,Moderate,24.2,59,3.1,0.0,12.1,Cloudy,0,1
2026-01-01 19:15:00,40.74755353429432,-73.98065762688107,Arterial,60,19.8,0.67,Heavy,25.4,32,2.4,0.0,1.0,Fog,0,1
2026-01-01 19:30:00,40.74766768365027,-73.96701873713631,City_Street,40,10.6,0.735,Heavy,8.3,88,15.1,13.1,1.9,Heavy Rain,0,1
2026-01-01 19:45:00,40.74739891146502,-73.96956744122862,Residential,30,13.3,0.557,Heavy,32.8,43,27.6,0.0,8.5,Clear,0,1
2026-01-01 20:00:00,40.736390376689116,-73.94879640286597,Arterial,60,49.6,0.173,Low,13.5,52,11.0,1.5,7.0,Rain,0,0
2026-01-01 20:15:00,40.74611923094864,-73.97208179693571,Arterial,60,37.9,0.368,Moderate,14.6,65,24.2,2.5,4.9,Rain,0,0
2026-01-01 20:30:00,40.75585777625725,-73.98693447378982,Arterial,60,59.0,0.017,Low,24.3,69,21.9,0.0,14.9,Cloudy,0,0
2026-01-01 20:45:00,40.76286774649694,-73.98031292691088,Residential,30,25.7,0.143,Low,11.7,86,29.0,0.0,14.2,Clear,0,0
2026-01-01 21:00:00,40.74636406121833,-73.96391853648696,Arterial,60,50.6,0.157,Low,20.9,56,9.2,3.5,7.4,Rain,0,0
2026-01-01 21:15:00,40.7581386017784,-73.97324850871084,Residential,30,29.7,0.01,Low,30.8,70,6.6,0.0,9.8,Clear,0,0
2026-01-01 21:30:00,40.759516330278984,-73.96416672359608,Residential,30,27.0,0.1,Low,20.0,80,15.4,0.0,8.5,Cloudy,0,0
2026-01-01 21:45:00,40.753064684725786,-73.96589714476643,Residential,30,24.3,0.19,Low,10.8,40,3.5,0.0,11.6,Cloudy,0,0
2026-01-01 22:00:00,40.749536896717984,-73.96448170542664,City_Street,40,29.4,0.265,Moderate,17.7,69,6.5,3.7,7.8,Rain,0,0
2026-01-01 22:15:00,40.74704848476644,-73.97355332015415,Arterial,60,57.7,0.038,Low,25.7,49,4.5,0.0,8.7,Cloudy,0,0
2026-01-01 22:30:00,40.75811021163893,-73.96210959576933,Highway,90,88.0,0.022,Low,18.5,50,33.7,0.0,13.7,Clear,0,0
2026-01-01 22:45:00,40.7417204038714,-73.97712267427762,Highway,90,45.0,0.5,Moderate,19.1,100,30.0,19.2,3.1,Heavy Rain,0,0
2026-01-01 23:00:00,40.76341884238081,-73.9674798511254,Highway,90,80.3,0.108,Low,20.5,51,20.3,0.0,15.0,Cloudy,0,0
2026-01-01 23:15:00,40.75645411489633,-73.97781447989337,City_Street,40,27.7,0.307,Moderate,25.6,58,12.5,0.0,1.3,Fog,0,0
2026-01-01 23:30:00,40.74298535314063,-73.96519827506042,Highway,90,82.8,0.08,Low,20.4,75,15.3,0.0,11.1,Cloudy,0,0
2026-01-01 23:45:00,40.7650465983143,-73.97534340731471,Residential,30,30.0,0.0,Low,21.3,73,2.8,0.0,9.6,Cloudy,0,0
2026-01-02 00:00:00,40.758886809210324,-73.97869930766495,Arterial,60,52.4,0.127,Low,19.9,51,11.0,0.0,12.1,Clear,0,0
2026-01-02 00:15:00,40.74058972306586,-73.99180381544194,Arterial,60,49.7,0.172,Low,18.5,47,11.8,0.0,10.0,Clear,0,0
2026-01-02 00:30:00,40.758005468606996,-73.98014672292429,Highway,90,75.1,0.166,Low,15.2,55,28.3,0.0,14.7,Clear,0,0
2026-01-02 00:45:00,40.76247587811784,-73.98027741772472,Residential,30,30.0,0.0,Low,14.4,65,9.6,0.0,14.9,Cloudy,0,0
2026-01-02 01:00:00,40.759818674002645,-73.98301452055198,City_Street,40,39.2,0.02,Low,17.9,58,29.3,0.0,14.7,Clear,0,0
2026-01-02 01:15:00,40.75215439808389,-73.98879552558738,Arterial,60,54.6,0.09,Low,21.7,54,9.4,0.0,9.6,Cloudy,0,0
2026-01-02 01:30:00,40.73744006350552,-73.98685867193416,Highway,90,75.7,0.159,Low,19.7,57,26.3,0.0,14.5,Cloudy,0,0
2026-01-02 01:45:00,40.74463039563531,-73.98610649807104,Residential,30,26.8,0.107,Low,17.4,63,18.3,0.0,14.0,Cloudy,0,0
2026-01-02 02:00:00,40.75713116715873,-73.97378661125204,Highway,90,74.8,0.169,Low,22.0,69,30.6,0.0,11.6,Cloudy,0,0
2026-01-02 02:15:00,40.75941610202482,-73.975401391495,City_Street,40,40.0,0.0,Low,25.0,82,7.2,0.0,13.3,Cloudy,0,0
2026-01-02 02:30:00,,,Arterial,60,41.1,0.315,Moderate,16.1,59,27.0,1.0,6.2,Rain,0,0
2026-01-02 02:45:00,40.76320204678074,-73.99390893302576,Arterial,60,47.6,0.207,Low,23.8,39,27.7,0.0,11.8,Cloudy,0,0
2026-01-02 03:00:00,40.75652652737832,-73.98507289967237,Arterial,60,58.4,0.027,Low,22.8,49,7.7,0.0,13.5,Clear,0,0
2026-01-02 03:15:00,40.76572039972135,-73.99108785405153,Residential,30,30.0,0.0,Low,26.0,37,30.8,0.0,8.3,Cloudy,0,0
2026-01-02 03:30:00,40.77352358371253,-73.98923918814043,Highway,90,72.7,0.192,Low,25.7,53,2.0,0.0,9.8,Clear,0,0
2026-01-02 03:45:00,40.74774597925808,-73.98518884673481,Arterial,60,48.3,0.195,Low,25.6,79,33.4,0.0,9.9,Cloudy,0,0
2026-01-02 04:00:00,40.76125174406349,-73.98226941637314,Residential,30,14.5,0.517,Moderate,13.3,93,25.9,5.1,1.3,Snow,0,0
2026-01-02 04:15:00,40.758614259179346,-73.98650223042533,City_Street,40,23.4,0.415,Moderate,17.5,81,27.6,11.2,3.6,Heavy Rain,0,0
2026-01-02 04:30:00,40.75526999942329,-73.984933813995,Arterial,60,55.7,0.072,Low,19.2,39,21.7,0.0,8.0,Clear,0,0
2026-01-02 04:45:00,40.74757202743924,-73.98810441090329,Residential,30,26.6,0.113,Low,12.0,68,12.2,0.0,13.6,Clear,0,0
2026-01-02 05:00:00,40.77434273651095,-73.98911350562456,Residential,30,14.4,0.52,Moderate,19.5,98,32.0,9.6,2.9,Snow,0,0
2026-01-02 05:15:00,40.7567309546659,-73.98971873180038,City_Street,40,30.7,0.233,Low,32.0,59,20.5,0.0,12.9,Clear,0,0
2026-01-02 05:30:00,40.7595303224864,-73.99319755083226,Residential,30,24.6,0.18,Low,17.6,76,34.3,0.0,10.3,Clear,0,0
2026-01-02 05:45:00,40.7546490164442,-73.98283634413612,Arterial,60,46.7,0.222,Low,27.0,73,32.9,0.0,8.2,Clear,0,0
2026-01-02 06:00:00,40.76237763350443,-73.98925756579908,Residential,30,27.4,0.087,Low,22.6,79,23.8,0.0,11.4,Cloudy,0,0
2026-01-02 06:15:00,40.75799717506512,-73.97781080412518,Arterial,60,48.5,0.192,Low,18.2,63,10.2,0.0,8.4,Cloudy,0,0
2026-01-02 06:30:00,40.74729430552906,-73.9803828042971,Highway,90,69.5,0.228,Low,14.1,78,2.7,1.3,4.6,Rain,0,0
2026-01-02 06:45:00,40.75090182233257,-73.98477389453956,Highway,90,79.2,0.12,Low,25.5,58,26.5,0.0,13.1,Clear,0,0
2026-01-02 07:00:00,40.76707946430016,-73.98361519509699,Residential,30,13.9,0.537,Moderate,33.0,66,15.1,0.0,8.2,Cloudy,0,1
2026-01-02 07:15:00,40.75886821256825,-73.98316460238034,City_Street,40,19.2,0.52,Moderate,27.4,80,6.3,0.0,13.1,Cloudy,0,1
2026-01-02 07:30:00,40.77368409790133,-73.98050399872008,Residential,30,13.1,0.563,Heavy,16.5,57,5.2,0.0,11.1,Cloudy,0,1
2026-01-02 07:45:00,40.74267963124072,-73.9893043577229,Arterial,60,25.6,0.573,Heavy,21.9,58,23.7,0.0,9.8,Clear,0,1
2026-01-02 08:00:00,40.74775313034502,-73.97929620633761,Residential,30,14.2,0.527,Moderate,19.2,74,16.8,0.0,10.3,Clear,0,1
2026-01-02 08:15:00,40.74838909802103,-73.9955688775349,Highway,90,33.0,0.633,Heavy,13.3,57,23.9,1.3,6.9,Rain,0,1
2026-01-02 08:30:00,40.75723620709373,-73.97829590827386,Highway,90,37.2,0.587,Heavy,17.4,60,6.1,0.0,14.9,Cloudy,0,1
2026-01-02 08:45:00,40.766970368198365,-73.99375323101424,Arterial,60,26.9,0.552,Heavy,24.6,65,19.0,0.0,11.2,Cloudy,0,1
2026-01-02 09:00:00,40.752711245206996,-73.99285678122074,Residential,30,14.4,0.52,Moderate,20.3,61,8.2,0.0,9.1,Clear,0,1
2026-01-02 09:15:00,40.76994211765933,-73.99538788436513,Highway,90,41.4,0.54,Moderate,19.8,90,30.7,0.0,12.3,Cloudy,0,1
2026-01-02 09:30:00,40.763060542103744,-73.99663920618917,Residential,30,13.9,0.537,Moderate,24.2,87,7.3,0.0,10.4,Cloudy,0,1
2026-01-02 09:45:00,40.76107306111859,-73.99241956636293,City_Street,40,15.5,0.613,Heavy,23.1,81,12.8,7.1,5.6,Rain,0,1
2026-01-02 10:00:00,40.76801243076207,-73.99866947083892,Arterial,60,55.0,0.083,Low,13.3,77,22.1,0.0,12.4,Clear,0,0
2026-01-02 10:15:00,40.753864264274284,-74.01325463485895,City_Street,40,34.7,0.132,Low,28.2,75,17.3,0.0,12.3,Clear,0,0
2026-01-02 10:30:00,40.748847289579295,-73.99515019066256,Arterial,60,59.2,0.013,Low,28.1,64,19.2,0.0,13.0,Clear,0,0
2026-01-02 10:45:00,40.75996355523656,-73.99387267487874,City_Street,40,33.4,0.165,Low,19.1,68,18.0,0.0,8.7,Clear,0,0
2026-01-02 11:00:00,40.76625183540568,-73.99584689203901,Residential,30,29.6,0.013,Low,21.3,52,34.2,0.0,10.8,Cloudy,0,0
2026-01-02 11:15:00,40.76655542184289,-74.00574154006117,Arterial,60,60.0,0.0,Low,17.0,64,10.5,0.0,12.0,Cloudy,0,0
2026-01-02 11:30:00,40.766048617897745,-74.01670402808921,Residential,30,28.2,0.06,Low,21.2,93,28.2,0.0,12.2,Clear,0,0
2026-01-02 11:45:00,40.77150058584297,-74.00139065186255,Residential,30,26.4,0.12,Low,23.7,49,29.1,0.0,9.9,Clear,0,0
2026-01-02 12:00:00,40.76706634307783,-73.99403076465316,Arterial,60,54.6,0.09,Low,17.8,51,17.6,0.0,14.1,Clear,0,0
2026-01-02 12:15:00,40.762786141327716,-74.00115087754466,Arterial,60,60.0,0.0,Low,17.2,39,18.4,0.0,12.2,Cloudy,0,0
2026-01-02 12:30:00,40.77587165205928,-73.99308805355132,City_Street,40,40.0,0.0,Low,25.2,52,13.1,0.0,12.2,Clear,0,0
2026-01-02 12:45:00,40.75373998322619,-74.00665910232874,Highway,90,82.0,0.089,Low,16.2,60,9.7,0.0,13.6,Clear,0,0
2026-01-02 13:00:00,40.77611113820844,-73.99450180905028,Arterial,60,51.3,0.145,Low,12.5,40,16.7,0.0,15.0,Cloudy,0,0
2026-01-02 13:15:00,40.76710350290233,-74.00135653444596,Arterial,60,58.1,0.032,Low,20.8,38,16.9,0.0,8.7,Cloudy,0,0
2026-01-02 13:30:00,40.74399016753687,-74.0064575178332,Highway,90,44.0,0.511,Moderate,11.2,89,10.5,8.7,0.7,Snow,0,0
2026-01-02 13:45:00,40.763775950863135,-74.00418181463007,Residential,30,20.8,0.307,Moderate,11.1,43,20.3,1.6,7.7,Rain,0,0
2026-01-02 14:00:00,40.7642821525344,-74.00423146221894,Residential,30,27.0,0.1,Low,21.8,81,14.9,0.0,12.0,Clear,0,0
2026-01-02 14:15:00,40.76341303213196,-74.00475186666345,Highway,90,47.2,0.476,Moderate,16.3,100,4.7,21.4,1.9,Heavy Rain,0,0
2026-01-02 14:30:00,40.759303410094304,-74.00881066251166,Arterial,60,55.7,0.072,Low,20.6,70,12.4,0.0,11.4,Cloudy,0,0
2026-01-02 14:45:00,40.77391084860161,-74.00049777615904,Highway,90,69.5,0.228,Low,14.7,55,4.2,0.0,10.6,Cloudy,0,0
2026-01-02 15:00:00,40.76193278441318,-74.00601052091857,Highway,90,89.5,0.006,Low,23.3,62,11.2,0.0,14.1,Clear,0,0
2026-01-02 15:15:00,40.76712088584006,-74.01622017263344,Residential,30,28.6,0.047,Low,16.6,59,3.9,0.0,15.0,Clear,0,0
2026-01-02 15:30:00,40.75295167795881,-74.00854290108921,Highway,90,61.0,0.322,Moderate,11.2,63,22.9,5.8,6.5,Rain,0,0
2026-01-02 15:45:00,40.75051639174564,-73.99966064265101,Highway,90,73.6,0.182,Low,14.8,56,16.8,0.0,14.2,Cloudy,0,0
2026-01-02 16:00:00,40.7472267807162,-73.9858622629917,City_Street,40,38.0,0.05,Low,18.8,44,21.2,0.0,13.5,Clear,0,0
2026-01-02 16:15:00,,,Residential,30,26.6,0.113,Low,19.9,68,20.1,0.0,8.8,Clear,0,0
2026-01-02 16:30:00,40.75724416112719,-74.01212492325011,Residential,30,15.7,0.477,Moderate,18.7,85,30.4,21.8,2.8,Heavy Rain,0,0
2026-01-02 16:45:00,40.757359816809604,-74.00063921718655,Arterial,60,53.4,0.11,Low,23.4,52,31.8,0.0,8.3,Clear,0,0
2026-01-02 17:00:00,40.74322661049586,-74.01023588794288,City_Street,40,20.6,0.485,Moderate,19.4,74,5.5,0.0,14.2,Clear,0,1
2026-01-02 17:15:00,40.760811388530776,-74.00923570173912,City_Street,40,15.5,0.613,Heavy,11.0,85,27.6,3.0,5.4,Rain,0,1
2026-01-02 17:30:00,40.75398791201963,-74.0246833175125,Residential,30,12.0,0.6,Heavy,14.4,52,31.7,1.6,6.1,Rain,0,1
2026-01-02 17:45:00,40.751179682156575,-73.99894138261429,Residential,30,11.6,0.613,Heavy,26.6,68,19.5,0.0,12.5,Clear,0,1
2026-01-02 18:00:00,40.75625399667579,-74.01441338802552,Arterial,60,24.2,0.597,Heavy,24.2,59,22.3,0.0,11.6,Clear,0,1
2026-01-02 18:15:00,40.76689974928091,-74.01362903973332,Arterial,60,24.9,0.585,Heavy,11.3,30,33.1,0.0,12.3,Clear,0,1
2026-01-02 18:30:00,,,Highway,90,21.1,0.766,Heavy,8.9,98,20.0,10.8,1.1,Snow,0,1
2026-01-02 18:45:00,40.772026191709614,-74.01405806956316,Arterial,60,19.1,0.682,Heavy,9.8,77,32.9,4.8,7.9,Rain,0,1
2026-01-02 19:00:00,40.76482441402562,-74.01889118005244,Arterial,60,14.5,0.758,Heavy,9.0,70,27.0,5.4,1.5,Snow,0,1
2026-01-02 19:15:00,40.76669176915009,-74.02801270210546,City_Street,40,10.0,0.75,Heavy,21.4,91,2.3,10.7,2.4,Heavy Rain,0,1
2026-01-02 19:30:00,40.75924346385283,-74.00953791739262,Highway,90,25.7,0.714,Heavy,8.5,100,22.3,20.6,3.4,Heavy Rain,0,1
2026-01-02 19:45:00,,,Residential,30,12.7,0.577,Heavy,7.8,47,30.9,2.0,5.2,Rain,0,1
2026-01-02 20:00:00,40.77441760078528,-74.02540581392961,Residential,30,23.2,0.227,Low,22.0,46,7.9,0.0,8.0,Clear,0,0
2026-01-02 20:15:00,40.77114361236722,-74.02047842317039,Arterial,60,55.0,0.083,Low,31.1,55,21.1,0.0,8.5,Cloudy,0,0
2026-01-02 20:30:00,40.76155002691065,-74.02171621393063,Residential,30,30.0,0.0,Low,15.0,65,26.6,0.0,12.9,Cloudy,0,0
2026-01-02 20:45:00,40.762310801189464,-74.00505238038562,Highway,90,83.4,0.073,Low,16.4,32,9.3,0.0,8.6,Clear,0,0
2026-01-02 21:00:00,40.76767718107622,-74.01030237847492,City_Street,40,40.0,0.0,Low,19.7,94,24.6,0.0,9.2,Clear,0,0
2026-01-02 21:15:00,40.770965478767046,-74.03334535096604,Residential,30,29.7,0.01,Low,12.9,42,2.8,0.0,8.2,Clear,0,0
2026-01-02 21:30:00,40.76468595496099,-74.0167532121385,Highway,90,80.5,0.106,Low,17.9,67,17.2,0.0,10.6,Clear,0,0
2026-01-02 21:45:00,40.75177038490598,-74.04179364311763,Highway,90,87.5,0.028,Low,19.9,86,26.1,0.0,11.1,Clear,0,0
2026-01-02 22:00:00,40.75728458705164,-74.02206686911782,Arterial,60,32.5,0.458,Moderate,18.4,59,3.5,0.0,0.6,Fog,0,0
